Disease|Genes|Count
C0376670|ENSG00000089682;;ENSG00000106123;;ENSG00000133131;;ENSG00000133135;;ENSG00000133138;;ENSG00000147223;;ENSG00000165125;;ENSG00000165376;;ENSG00000198088;;ENSG00000204983;;ENSG00000275896|11
C0391826|ENSG00000101310;;ENSG00000117118;;ENSG00000121879;;ENSG00000123124;;ENSG00000142208;;ENSG00000143252;;ENSG00000171862;;ENSG00000204370;;ENSG00000227268;;ENSG00000284792|10
C0393593|ENSG00000005379;;ENSG00000055332;;ENSG00000075624;;ENSG00000080709;;ENSG00000100379;;ENSG00000104635;;ENSG00000104833;;ENSG00000105409;;ENSG00000116096;;ENSG00000116353;;ENSG00000116874;;ENSG00000117394;;ENSG00000121905;;ENSG00000126953;;ENSG00000127838;;ENSG00000127990;;ENSG00000131931;;ENSG00000131979;;ENSG00000134343;;ENSG00000136827;;ENSG00000138750;;ENSG00000141404;;ENSG00000142319;;ENSG00000144736;;ENSG00000147133;;ENSG00000148120;;ENSG00000148337;;ENSG00000153234;;ENSG00000154518;;ENSG00000160695;;ENSG00000163359;;ENSG00000165646;;ENSG00000167371;;ENSG00000168539;;ENSG00000169676;;ENSG00000178394;;ENSG00000179292;;ENSG00000180176;;ENSG00000180228;;ENSG00000180613;;ENSG00000182255;;ENSG00000184381;;ENSG00000185825;;ENSG00000188778;;ENSG00000196660;;ENSG00000197296;;ENSG00000198695;;ENSG00000198886;;ENSG00000215305;;ENSG00000272333|50
C0409667|ENSG00000018280;;ENSG00000026103;;ENSG00000056558;;ENSG00000100385;;ENSG00000105397;;ENSG00000112761;;ENSG00000118503;;ENSG00000134242;;ENSG00000134460;;ENSG00000136244;;ENSG00000138378;;ENSG00000159216;;ENSG00000163599;;ENSG00000164512;;ENSG00000175354;;ENSG00000179344;;ENSG00000179630;;ENSG00000185650;;ENSG00000185651;;ENSG00000196126;;ENSG00000196735;;ENSG00000198821;;ENSG00000204632;;ENSG00000206503;;ENSG00000223865;;ENSG00000232810;;ENSG00000234745;;ENSG00000240972|28
C0409974|ENSG00000009724;;ENSG00000010671;;ENSG00000012124;;ENSG00000019582;;ENSG00000072694;;ENSG00000073756;;ENSG00000101017;;ENSG00000101916;;ENSG00000102245;;ENSG00000102524;;ENSG00000104870;;ENSG00000109471;;ENSG00000111537;;ENSG00000113851;;ENSG00000117594;;ENSG00000134318;;ENSG00000136244;;ENSG00000138814;;ENSG00000143226;;ENSG00000159110;;ENSG00000159128;;ENSG00000160223;;ENSG00000160683;;ENSG00000160712;;ENSG00000161955;;ENSG00000163131;;ENSG00000163220;;ENSG00000163600;;ENSG00000163631;;ENSG00000171431;;ENSG00000171855;;ENSG00000177455;;ENSG00000178562;;ENSG00000186265;;ENSG00000188130;;ENSG00000196664;;ENSG00000197766;;ENSG00000198178;;ENSG00000232810;;ENSG00000239732;;ENSG00000239961|41
C0410606|ENSG00000049089;;ENSG00000060718;;ENSG00000087245;;ENSG00000092758;;ENSG00000100985;;ENSG00000106819;;ENSG00000108821;;ENSG00000111012;;ENSG00000115008;;ENSG00000138615;;ENSG00000140443;;ENSG00000157766;;ENSG00000186340|13
C0442874|ENSG00000006638;;ENSG00000010256;;ENSG00000013503;;ENSG00000019991;;ENSG00000025708;;ENSG00000035928;;ENSG00000048392;;ENSG00000054523;;ENSG00000060069;;ENSG00000060237;;ENSG00000065427;;ENSG00000067704;;ENSG00000067992;;ENSG00000068615;;ENSG00000068650;;ENSG00000070061;;ENSG00000075785;;ENSG00000079805;;ENSG00000080824;;ENSG00000085662;;ENSG00000087053;;ENSG00000090054;;ENSG00000090861;;ENSG00000092964;;ENSG00000096433;;ENSG00000099940;;ENSG00000100241;;ENSG00000100285;;ENSG00000100596;;ENSG00000100997;;ENSG00000101180;;ENSG00000101384;;ENSG00000102580;;ENSG00000104093;;ENSG00000104133;;ENSG00000104321;;ENSG00000104381;;ENSG00000104419;;ENSG00000104973;;ENSG00000105227;;ENSG00000105357;;ENSG00000106105;;ENSG00000106211;;ENSG00000106367;;ENSG00000107815;;ENSG00000107862;;ENSG00000108784;;ENSG00000108797;;ENSG00000109099;;ENSG00000109654;;ENSG00000111199;;ENSG00000111775;;ENSG00000112367;;ENSG00000114354;;ENSG00000114450;;ENSG00000114480;;ENSG00000114956;;ENSG00000115155;;ENSG00000115204;;ENSG00000115665;;ENSG00000116688;;ENSG00000118137;;ENSG00000118271;;ENSG00000120251;;ENSG00000122375;;ENSG00000122877;;ENSG00000125454;;ENSG00000125675;;ENSG00000130294;;ENSG00000130711;;ENSG00000130816;;ENSG00000131471;;ENSG00000132716;;ENSG00000132740;;ENSG00000133422;;ENSG00000133812;;ENSG00000134259;;ENSG00000134684;;ENSG00000137869;;ENSG00000138074;;ENSG00000138080;;ENSG00000139132;;ENSG00000139734;;ENSG00000140092;;ENSG00000140105;;ENSG00000140199;;ENSG00000140263;;ENSG00000140521;;ENSG00000145868;;ENSG00000147224;;ENSG00000147588;;ENSG00000148290;;ENSG00000148356;;ENSG00000150594;;ENSG00000150753;;ENSG00000151914;;ENSG00000152137;;ENSG00000152578;;ENSG00000153574;;ENSG00000153956;;ENSG00000154153;;ENSG00000155511;;ENSG00000156515;;ENSG00000156709;;ENSG00000160209;;ENSG00000160294;;ENSG00000160460;;ENSG00000160789;;ENSG00000161513;;ENSG00000161533;;ENSG00000162377;;ENSG00000162706;;ENSG00000162769;;ENSG00000163399;;ENSG00000163637;;ENSG00000164209;;ENSG00000164978;;ENSG00000165280;;ENSG00000165525;;ENSG00000165916;;ENSG00000166986;;ENSG00000168000;;ENSG00000168356;;ENSG00000168539;;ENSG00000169247;;ENSG00000169271;;ENSG00000169562;;ENSG00000169567;;ENSG00000170445;;ENSG00000170876;;ENSG00000171680;;ENSG00000174996;;ENSG00000179403;;ENSG00000180772;;ENSG00000181192;;ENSG00000184743;;ENSG00000187266;;ENSG00000189067;;ENSG00000196549;;ENSG00000196663;;ENSG00000196689;;ENSG00000197102;;ENSG00000198513;;ENSG00000198899;;ENSG00000203485;;ENSG00000204560;;ENSG00000204843;;ENSG00000261609;;ENSG00000273079;;ENSG00000277586|150
C0494158|ENSG00000037280;;ENSG00000048052;;ENSG00000067225;;ENSG00000068078;;ENSG00000080824;;ENSG00000087245;;ENSG00000089692;;ENSG00000091879;;ENSG00000100385;;ENSG00000100985;;ENSG00000102755;;ENSG00000105976;;ENSG00000106462;;ENSG00000106991;;ENSG00000108799;;ENSG00000109471;;ENSG00000110195;;ENSG00000113721;;ENSG00000115419;;ENSG00000116478;;ENSG00000120217;;ENSG00000121966;;ENSG00000122420;;ENSG00000125726;;ENSG00000126218;;ENSG00000128052;;ENSG00000131203;;ENSG00000136634;;ENSG00000138160;;ENSG00000139193;;ENSG00000142208;;ENSG00000146648;;ENSG00000154188;;ENSG00000154269;;ENSG00000157404;;ENSG00000159110;;ENSG00000169071;;ENSG00000198900;;ENSG00000213903;;ENSG00000213906;;ENSG00000239732;;ENSG00000262406|42
C0496775|ENSG00000066405;;ENSG00000107984;;ENSG00000109163;;ENSG00000119888;;ENSG00000141510;;ENSG00000146648;;ENSG00000184033;;ENSG00000185499;;ENSG00000198900;;ENSG00000232810|10
C0524620|ENSG00000051108;;ENSG00000070915;;ENSG00000087237;;ENSG00000103569;;ENSG00000104853;;ENSG00000109917;;ENSG00000110243;;ENSG00000110244;;ENSG00000110245;;ENSG00000118137;;ENSG00000128918;;ENSG00000130202;;ENSG00000130203;;ENSG00000130204;;ENSG00000130208;;ENSG00000137656;;ENSG00000140853;;ENSG00000160584;;ENSG00000166035;;ENSG00000175445;;ENSG00000187244;;ENSG00000221843;;ENSG00000234906;;ENSG00000243943;;ENSG00000267467|25
C0524662|ENSG00000069482;;ENSG00000069696;;ENSG00000085563;;ENSG00000093010;;ENSG00000096060;;ENSG00000101327;;ENSG00000112038;;ENSG00000116329;;ENSG00000128683;;ENSG00000135312;;ENSG00000149295;;ENSG00000151577;;ENSG00000163285;;ENSG00000166148;;ENSG00000168081;;ENSG00000176697;;ENSG00000183454;;ENSG00000197408;;ENSG00000213923|19
C0600139|ENSG00000007129;;ENSG00000011332;;ENSG00000013297;;ENSG00000049656;;ENSG00000063046;;ENSG00000064201;;ENSG00000071677;;ENSG00000072858;;ENSG00000073712;;ENSG00000077348;;ENSG00000079557;;ENSG00000091409;;ENSG00000091844;;ENSG00000099337;;ENSG00000099338;;ENSG00000100266;;ENSG00000100271;;ENSG00000100290;;ENSG00000100294;;ENSG00000100300;;ENSG00000100304;;ENSG00000100522;;ENSG00000100523;;ENSG00000101246;;ENSG00000105341;;ENSG00000105738;;ENSG00000106052;;ENSG00000110665;;ENSG00000111057;;ENSG00000112031;;ENSG00000112499;;ENSG00000112559;;ENSG00000113430;;ENSG00000115486;;ENSG00000115504;;ENSG00000115507;;ENSG00000115648;;ENSG00000115677;;ENSG00000115685;;ENSG00000115687;;ENSG00000115970;;ENSG00000118640;;ENSG00000124839;;ENSG00000125520;;ENSG00000129965;;ENSG00000130584;;ENSG00000132394;;ENSG00000132510;;ENSG00000133056;;ENSG00000136603;;ENSG00000136826;;ENSG00000137166;;ENSG00000139618;;ENSG00000142046;;ENSG00000142511;;ENSG00000142513;;ENSG00000142515;;ENSG00000143537;;ENSG00000143590;;ENSG00000143951;;ENSG00000145494;;ENSG00000146205;;ENSG00000146477;;ENSG00000147454;;ENSG00000153093;;ENSG00000153094;;ENSG00000153814;;ENSG00000157601;;ENSG00000159307;;ENSG00000160685;;ENSG00000160688;;ENSG00000160691;;ENSG00000162341;;ENSG00000163110;;ENSG00000163344;;ENSG00000163346;;ENSG00000163348;;ENSG00000163352;;ENSG00000163354;;ENSG00000163357;;ENSG00000163359;;ENSG00000163558;;ENSG00000164362;;ENSG00000164363;;ENSG00000164713;;ENSG00000164715;;ENSG00000167034;;ENSG00000167244;;ENSG00000167641;;ENSG00000167642;;ENSG00000167644;;ENSG00000167645;;ENSG00000167748;;ENSG00000167749;;ENSG00000167751;;ENSG00000167754;;ENSG00000167755;;ENSG00000167874;;ENSG00000168385;;ENSG00000168769;;ENSG00000168883;;ENSG00000168887;;ENSG00000168890;;ENSG00000168894;;ENSG00000168899;;ENSG00000168906;;ENSG00000169435;;ENSG00000170004;;ENSG00000170037;;ENSG00000170043;;ENSG00000170049;;ENSG00000170421;;ENSG00000170423;;ENSG00000171421;;ENSG00000172927;;ENSG00000173207;;ENSG00000173612;;ENSG00000173868;;ENSG00000174358;;ENSG00000174562;;ENSG00000175003;;ENSG00000175792;;ENSG00000177191;;ENSG00000179407;;ENSG00000179859;;ENSG00000180053;;ENSG00000180176;;ENSG00000180535;;ENSG00000182224;;ENSG00000183011;;ENSG00000183734;;ENSG00000183914;;ENSG00000184012;;ENSG00000185002;;ENSG00000185640;;ENSG00000187690;;ENSG00000196368;;ENSG00000197081;;ENSG00000197114;;ENSG00000197457;;ENSG00000198625;;ENSG00000198740;;ENSG00000203896;;ENSG00000204978;;ENSG00000205356;;ENSG00000212993;;ENSG00000224109;;ENSG00000243364;;ENSG00000243509;;ENSG00000248098;;ENSG00000254647;;ENSG00000258366;;ENSG00000263639;;ENSG00000265354;;ENSG00000266412;;ENSG00000275410;;ENSG00000278053|157
C0678222|ENSG00000033867;;ENSG00000049656;;ENSG00000053501;;ENSG00000066468;;ENSG00000074855;;ENSG00000091831;;ENSG00000095015;;ENSG00000099330;;ENSG00000099331;;ENSG00000103460;;ENSG00000105393;;ENSG00000107669;;ENSG00000110092;;ENSG00000120262;;ENSG00000127220;;ENSG00000130299;;ENSG00000130300;;ENSG00000130307;;ENSG00000130311;;ENSG00000130312;;ENSG00000138311;;ENSG00000160113;;ENSG00000160117;;ENSG00000163491;;ENSG00000164362;;ENSG00000164363;;ENSG00000174358;;ENSG00000181019;;ENSG00000212993;;ENSG00000225940|30
C0684249|ENSG00000041357;;ENSG00000049656;;ENSG00000073282;;ENSG00000080644;;ENSG00000117971;;ENSG00000136381;;ENSG00000142319;;ENSG00000151532;;ENSG00000164362;;ENSG00000164363;;ENSG00000169684;;ENSG00000174358;;ENSG00000188001;;ENSG00000188266|14
C0686353|ENSG00000009830;;ENSG00000064419;;ENSG00000072163;;ENSG00000085998;;ENSG00000092529;;ENSG00000102683;;ENSG00000105993;;ENSG00000106692;;ENSG00000108823;;ENSG00000112276;;ENSG00000113161;;ENSG00000119401;;ENSG00000120729;;ENSG00000121350;;ENSG00000130714;;ENSG00000132429;;ENSG00000135636;;ENSG00000142156;;ENSG00000142173;;ENSG00000143337;;ENSG00000144647;;ENSG00000152795;;ENSG00000155657;;ENSG00000160789;;ENSG00000163069;;ENSG00000163359;;ENSG00000163389;;ENSG00000168538;;ENSG00000170624;;ENSG00000171714;;ENSG00000173402;;ENSG00000173540;;ENSG00000173991;;ENSG00000175084;;ENSG00000178209;;ENSG00000181027;;ENSG00000182533;;ENSG00000184916;;ENSG00000185900;;ENSG00000196569;;ENSG00000214960|41
C0687120|ENSG00000054282;;ENSG00000102935;;ENSG00000110274;;ENSG00000113971;;ENSG00000119509;;ENSG00000123607;;ENSG00000126603;;ENSG00000131697;;ENSG00000133065;;ENSG00000137802;;ENSG00000144061;;ENSG00000146038;;ENSG00000157796;;ENSG00000160602;;ENSG00000164953;;ENSG00000165138;;ENSG00000169344;;ENSG00000173226;;ENSG00000173588;;ENSG00000196236;;ENSG00000198707;;ENSG00000204104|22
C0699791|ENSG00000113638;;ENSG00000116521;;ENSG00000126233;;ENSG00000130193;;ENSG00000132356;;ENSG00000132357;;ENSG00000143627;;ENSG00000143630;;ENSG00000145592;;ENSG00000160752;;ENSG00000160886;;ENSG00000163462;;ENSG00000163463;;ENSG00000167653;;ENSG00000169231;;ENSG00000169241;;ENSG00000169242;;ENSG00000171522;;ENSG00000173171;;ENSG00000176444;;ENSG00000179085;;ENSG00000180155;;ENSG00000185499;;ENSG00000197353;;ENSG00000198576;;ENSG00000234616;;ENSG00000283992|27
C0740457|ENSG00000037280;;ENSG00000048052;;ENSG00000067225;;ENSG00000068078;;ENSG00000080824;;ENSG00000087245;;ENSG00000089692;;ENSG00000091879;;ENSG00000100385;;ENSG00000100985;;ENSG00000102755;;ENSG00000105976;;ENSG00000106462;;ENSG00000106991;;ENSG00000108799;;ENSG00000109471;;ENSG00000110195;;ENSG00000113721;;ENSG00000115419;;ENSG00000116478;;ENSG00000120217;;ENSG00000121966;;ENSG00000122420;;ENSG00000125726;;ENSG00000126218;;ENSG00000128052;;ENSG00000131203;;ENSG00000136634;;ENSG00000138160;;ENSG00000139193;;ENSG00000142208;;ENSG00000146648;;ENSG00000154188;;ENSG00000154269;;ENSG00000157404;;ENSG00000159110;;ENSG00000169071;;ENSG00000198900;;ENSG00000213903;;ENSG00000213906;;ENSG00000239732;;ENSG00000262406|42
C0741160|ENSG00000065534;;ENSG00000092969;;ENSG00000106799;;ENSG00000107796;;ENSG00000113083;;ENSG00000133392;;ENSG00000133704;;ENSG00000163513;;ENSG00000166147;;ENSG00000166949;;ENSG00000168542;;ENSG00000182492;;ENSG00000185532;;ENSG00000186790;;ENSG00000187720;;ENSG00000197614|16
C0748012|ENSG00000102468;;ENSG00000109163;;ENSG00000120907;;ENSG00000140009;;ENSG00000142515;;ENSG00000169083;;ENSG00000170214;;ENSG00000171873;;ENSG00000178394;;ENSG00000277893|10
C0750974|ENSG00000007062;;ENSG00000008405;;ENSG00000019991;;ENSG00000026103;;ENSG00000041982;;ENSG00000044524;;ENSG00000067182;;ENSG00000082898;;ENSG00000087245;;ENSG00000089685;;ENSG00000089692;;ENSG00000091831;;ENSG00000100385;;ENSG00000100462;;ENSG00000100823;;ENSG00000100985;;ENSG00000101017;;ENSG00000103855;;ENSG00000105329;;ENSG00000105388;;ENSG00000105810;;ENSG00000105851;;ENSG00000105976;;ENSG00000106462;;ENSG00000106546;;ENSG00000106799;;ENSG00000106991;;ENSG00000109471;;ENSG00000113302;;ENSG00000113575;;ENSG00000113851;;ENSG00000119383;;ENSG00000120217;;ENSG00000120899;;ENSG00000121671;;ENSG00000121858;;ENSG00000123374;;ENSG00000123496;;ENSG00000126432;;ENSG00000128052;;ENSG00000128274;;ENSG00000128602;;ENSG00000130816;;ENSG00000131203;;ENSG00000131747;;ENSG00000131759;;ENSG00000134853;;ENSG00000135047;;ENSG00000135446;;ENSG00000138413;;ENSG00000139193;;ENSG00000141510;;ENSG00000141542;;ENSG00000141736;;ENSG00000142192;;ENSG00000142208;;ENSG00000142627;;ENSG00000146648;;ENSG00000149311;;ENSG00000150093;;ENSG00000153208;;ENSG00000157404;;ENSG00000163131;;ENSG00000164305;;ENSG00000164342;;ENSG00000164362;;ENSG00000164733;;ENSG00000166402;;ENSG00000166501;;ENSG00000167900;;ENSG00000168398;;ENSG00000168610;;ENSG00000169710;;ENSG00000171855;;ENSG00000173273;;ENSG00000178562;;ENSG00000182054;;ENSG00000183044;;ENSG00000185499;;ENSG00000196230;;ENSG00000196352;;ENSG00000196411;;ENSG00000196557;;ENSG00000196562;;ENSG00000197122;;ENSG00000198223;;ENSG00000198900;;ENSG00000198910;;ENSG00000239732|89
C0750979|ENSG00000007062;;ENSG00000008405;;ENSG00000019991;;ENSG00000026103;;ENSG00000041982;;ENSG00000044524;;ENSG00000067182;;ENSG00000082898;;ENSG00000087245;;ENSG00000089685;;ENSG00000089692;;ENSG00000091831;;ENSG00000100385;;ENSG00000100462;;ENSG00000100823;;ENSG00000100985;;ENSG00000101017;;ENSG00000103855;;ENSG00000105329;;ENSG00000105388;;ENSG00000105810;;ENSG00000105851;;ENSG00000105976;;ENSG00000106462;;ENSG00000106546;;ENSG00000106799;;ENSG00000106991;;ENSG00000109471;;ENSG00000113302;;ENSG00000113575;;ENSG00000113851;;ENSG00000119383;;ENSG00000120217;;ENSG00000120899;;ENSG00000121671;;ENSG00000121858;;ENSG00000123374;;ENSG00000123496;;ENSG00000126432;;ENSG00000128052;;ENSG00000128274;;ENSG00000128602;;ENSG00000130816;;ENSG00000131203;;ENSG00000131747;;ENSG00000131759;;ENSG00000134853;;ENSG00000135047;;ENSG00000135446;;ENSG00000138413;;ENSG00000139193;;ENSG00000141510;;ENSG00000141542;;ENSG00000141736;;ENSG00000142192;;ENSG00000142208;;ENSG00000142627;;ENSG00000146648;;ENSG00000149311;;ENSG00000150093;;ENSG00000153208;;ENSG00000157404;;ENSG00000163131;;ENSG00000164305;;ENSG00000164342;;ENSG00000164362;;ENSG00000164733;;ENSG00000166402;;ENSG00000166501;;ENSG00000167900;;ENSG00000168398;;ENSG00000168610;;ENSG00000169710;;ENSG00000171855;;ENSG00000173273;;ENSG00000178562;;ENSG00000182054;;ENSG00000183044;;ENSG00000185499;;ENSG00000196230;;ENSG00000196352;;ENSG00000196411;;ENSG00000196557;;ENSG00000196562;;ENSG00000197122;;ENSG00000198223;;ENSG00000198900;;ENSG00000198910;;ENSG00000239732|89
C0751688|ENSG00000003249;;ENSG00000100209;;ENSG00000100219;;ENSG00000126856;;ENSG00000140995;;ENSG00000141002;;ENSG00000141013;;ENSG00000159873;;ENSG00000183765;;ENSG00000204991;;ENSG00000258839;;ENSG00000258947|12
C0751882|ENSG00000007314;;ENSG00000030304;;ENSG00000066933;;ENSG00000070748;;ENSG00000100075;;ENSG00000108556;;ENSG00000115665;;ENSG00000119523;;ENSG00000132639;;ENSG00000134569;;ENSG00000135902;;ENSG00000138078;;ENSG00000138435;;ENSG00000139190;;ENSG00000143858;;ENSG00000165917;;ENSG00000170175;;ENSG00000172269;;ENSG00000172339;;ENSG00000175920;;ENSG00000178209;;ENSG00000187714;;ENSG00000188157;;ENSG00000197467;;ENSG00000198380;;ENSG00000206561|26
C0752127|ENSG00000088298;;ENSG00000088926;;ENSG00000100991;;ENSG00000101000;;ENSG00000109794;;ENSG00000117475;;ENSG00000117477;;ENSG00000117479;;ENSG00000121207;;ENSG00000125966;;ENSG00000125998;;ENSG00000126005;;ENSG00000143153;;ENSG00000143156;;ENSG00000145476;;ENSG00000148248;;ENSG00000148288;;ENSG00000148290;;ENSG00000148291;;ENSG00000148296;;ENSG00000148297;;ENSG00000148303;;ENSG00000164344;;ENSG00000171102;;ENSG00000171557;;ENSG00000171560;;ENSG00000171564;;ENSG00000171566;;ENSG00000174175;;ENSG00000175213;;ENSG00000175216;;ENSG00000175220;;ENSG00000175224;;ENSG00000180210;;ENSG00000198734;;ENSG00000198870;;ENSG00000242372|37
C0752130|ENSG00000088298;;ENSG00000088926;;ENSG00000100991;;ENSG00000101000;;ENSG00000109794;;ENSG00000117475;;ENSG00000117477;;ENSG00000117479;;ENSG00000121207;;ENSG00000125966;;ENSG00000125998;;ENSG00000126005;;ENSG00000143153;;ENSG00000143156;;ENSG00000145476;;ENSG00000148248;;ENSG00000148288;;ENSG00000148290;;ENSG00000148291;;ENSG00000148296;;ENSG00000148297;;ENSG00000148303;;ENSG00000164344;;ENSG00000171102;;ENSG00000171557;;ENSG00000171560;;ENSG00000171564;;ENSG00000171566;;ENSG00000174175;;ENSG00000175213;;ENSG00000175216;;ENSG00000175220;;ENSG00000175224;;ENSG00000180210;;ENSG00000198734;;ENSG00000198870;;ENSG00000242372|37
C0752166|ENSG00000011143;;ENSG00000054282;;ENSG00000096872;;ENSG00000100360;;ENSG00000113966;;ENSG00000119401;;ENSG00000122507;;ENSG00000125124;;ENSG00000125863;;ENSG00000138002;;ENSG00000138686;;ENSG00000140463;;ENSG00000143951;;ENSG00000160050;;ENSG00000163093;;ENSG00000163818;;ENSG00000164953;;ENSG00000165533;;ENSG00000166813;;ENSG00000174483;;ENSG00000179941;;ENSG00000181004;;ENSG00000198707;;ENSG00000214413|24
C0854795|ENSG00000007062;;ENSG00000037280;;ENSG00000063176;;ENSG00000066468;;ENSG00000068078;;ENSG00000069667;;ENSG00000077782;;ENSG00000079277;;ENSG00000081051;;ENSG00000087586;;ENSG00000099875;;ENSG00000101266;;ENSG00000102854;;ENSG00000103653;;ENSG00000105329;;ENSG00000105851;;ENSG00000105976;;ENSG00000106799;;ENSG00000106991;;ENSG00000107984;;ENSG00000112715;;ENSG00000113721;;ENSG00000113851;;ENSG00000116478;;ENSG00000119888;;ENSG00000120217;;ENSG00000120889;;ENSG00000128052;;ENSG00000128274;;ENSG00000131747;;ENSG00000131759;;ENSG00000138413;;ENSG00000140443;;ENSG00000141542;;ENSG00000143365;;ENSG00000146648;;ENSG00000147257;;ENSG00000149136;;ENSG00000157404;;ENSG00000160867;;ENSG00000163599;;ENSG00000164362;;ENSG00000164400;;ENSG00000168610;;ENSG00000170989;;ENSG00000172270;;ENSG00000183955;;ENSG00000185499;;ENSG00000196664;;ENSG00000197272;;ENSG00000205274;;ENSG00000207605;;ENSG00000282608|53
C0878486|ENSG00000005381;;ENSG00000006638;;ENSG00000012779;;ENSG00000079459;;ENSG00000087237;;ENSG00000088053;;ENSG00000101439;;ENSG00000101871;;ENSG00000102755;;ENSG00000105048;;ENSG00000105329;;ENSG00000106366;;ENSG00000106799;;ENSG00000110680;;ENSG00000113161;;ENSG00000115008;;ENSG00000115677;;ENSG00000118137;;ENSG00000120937;;ENSG00000121807;;ENSG00000122420;;ENSG00000125384;;ENSG00000128271;;ENSG00000128274;;ENSG00000132693;;ENSG00000138685;;ENSG00000138823;;ENSG00000141510;;ENSG00000142208;;ENSG00000143365;;ENSG00000146070;;ENSG00000160013;;ENSG00000160285;;ENSG00000163131;;ENSG00000167900;;ENSG00000168229;;ENSG00000170890;;ENSG00000172572;;ENSG00000173391;;ENSG00000174175;;ENSG00000176170;;ENSG00000181104;;ENSG00000182782;;ENSG00000183134;;ENSG00000184730;;ENSG00000186951;;ENSG00000197632;;ENSG00000198848;;ENSG00000232810;;ENSG00000262406|50
C0878544|ENSG00000006530;;ENSG00000025039;;ENSG00000035403;;ENSG00000041982;;ENSG00000046604;;ENSG00000057294;;ENSG00000069431;;ENSG00000072778;;ENSG00000073578;;ENSG00000077522;;ENSG00000080815;;ENSG00000089225;;ENSG00000092054;;ENSG00000096696;;ENSG00000101306;;ENSG00000101752;;ENSG00000102119;;ENSG00000106018;;ENSG00000106617;;ENSG00000106692;;ENSG00000109846;;ENSG00000111245;;ENSG00000112319;;ENSG00000112769;;ENSG00000112984;;ENSG00000114796;;ENSG00000114854;;ENSG00000116783;;ENSG00000118194;;ENSG00000118271;;ENSG00000119699;;ENSG00000120802;;ENSG00000122367;;ENSG00000123297;;ENSG00000124608;;ENSG00000125398;;ENSG00000126368;;ENSG00000126934;;ENSG00000127125;;ENSG00000128591;;ENSG00000129170;;ENSG00000129991;;ENSG00000130299;;ENSG00000131389;;ENSG00000132155;;ENSG00000133703;;ENSG00000134571;;ENSG00000134755;;ENSG00000134769;;ENSG00000134775;;ENSG00000135297;;ENSG00000136383;;ENSG00000136451;;ENSG00000136574;;ENSG00000138347;;ENSG00000140416;;ENSG00000140986;;ENSG00000142611;;ENSG00000143801;;ENSG00000147123;;ENSG00000149596;;ENSG00000151729;;ENSG00000151929;;ENSG00000155657;;ENSG00000157259;;ENSG00000157764;;ENSG00000159251;;ENSG00000160789;;ENSG00000160808;;ENSG00000160882;;ENSG00000162614;;ENSG00000164532;;ENSG00000166170;;ENSG00000169032;;ENSG00000169946;;ENSG00000170558;;ENSG00000170624;;ENSG00000170807;;ENSG00000170876;;ENSG00000172399;;ENSG00000173801;;ENSG00000173991;;ENSG00000175084;;ENSG00000175206;;ENSG00000181027;;ENSG00000182199;;ENSG00000182533;;ENSG00000183230;;ENSG00000183873;;ENSG00000186010;;ENSG00000187147;;ENSG00000188130;;ENSG00000196277;;ENSG00000196586;;ENSG00000197616;;ENSG00000198356;;ENSG00000198523;;ENSG00000198626;;ENSG00000198727;;ENSG00000198836;;ENSG00000198899;;ENSG00000198947;;ENSG00000203867;;ENSG00000205981;;ENSG00000217128;;ENSG00000228253;;ENSG00000265107;;ENSG00000269058;;ENSG00000284194|109
C0917796|ENSG00000012211;;ENSG00000176410;;ENSG00000198695;;ENSG00000198727;;ENSG00000198763;;ENSG00000198786;;ENSG00000198804;;ENSG00000198886;;ENSG00000198888;;ENSG00000198899;;ENSG00000198938;;ENSG00000212907|12
C0919267|ENSG00000007062;;ENSG00000012048;;ENSG00000026103;;ENSG00000026508;;ENSG00000048052;;ENSG00000055118;;ENSG00000067182;;ENSG00000077782;;ENSG00000080824;;ENSG00000085563;;ENSG00000087245;;ENSG00000091879;;ENSG00000101017;;ENSG00000101966;;ENSG00000102854;;ENSG00000103653;;ENSG00000105976;;ENSG00000106211;;ENSG00000106991;;ENSG00000107984;;ENSG00000109471;;ENSG00000110195;;ENSG00000112715;;ENSG00000113070;;ENSG00000113302;;ENSG00000113361;;ENSG00000113494;;ENSG00000113721;;ENSG00000115598;;ENSG00000116478;;ENSG00000117525;;ENSG00000118432;;ENSG00000120217;;ENSG00000120899;;ENSG00000125726;;ENSG00000128052;;ENSG00000128602;;ENSG00000128917;;ENSG00000129484;;ENSG00000131203;;ENSG00000131747;;ENSG00000135318;;ENSG00000138160;;ENSG00000139193;;ENSG00000139618;;ENSG00000141510;;ENSG00000141736;;ENSG00000142166;;ENSG00000142208;;ENSG00000143799;;ENSG00000149554;;ENSG00000150782;;ENSG00000154188;;ENSG00000157765;;ENSG00000160584;;ENSG00000164362;;ENSG00000165125;;ENSG00000166402;;ENSG00000166483;;ENSG00000167601;;ENSG00000169398;;ENSG00000170145;;ENSG00000170276;;ENSG00000172009;;ENSG00000173273;;ENSG00000176170;;ENSG00000178562;;ENSG00000181143;;ENSG00000183087;;ENSG00000184033;;ENSG00000186827;;ENSG00000188822;;ENSG00000196230;;ENSG00000196557;;ENSG00000196776;;ENSG00000197122;;ENSG00000198900;;ENSG00000205274;;ENSG00000242689|79
